customer_id,Recency,Frequency,Monetary,RFM_Cluster
200,524,2,84.29,REGULAR
201,63,5,73.3,BIG SPENDER
202,544,2,146.46,REGULAR
203,341,4,63.83,REGULAR
204,531,1,72.23,RISK
205,205,4,102.07,REGULAR
206,545,1,17.99,RISK
207,226,3,94.26,REGULAR
208,129,2,133.63,BIG SPENDER
209,472,3,116.17,REGULAR
210,96,2,86.03,BIG SPENDER
211,545,1,7.78,RISK
212,545,1,14.37,RISK
213,527,2,22.54,REGULAR
214,252,7,222.22,BIG SPENDER
215,545,1,11.77,RISK
216,545,1,13.97,RISK
217,28,4,195.92,BIG SPENDER
218,509,1,57.48,RISK
219,409,2,74.02,REGULAR
220,545,1,57.85,RISK
221,545,1,12.49,RISK
222,243,3,86.33,REGULAR
223,545,1,47.93,RISK
224,545,1,28.33,RISK
225,333,5,105.61,REGULAR
226,56,6,170.12,BIG SPENDER
227,310,5,164.58,REGULAR
228,175,13,339.79,BIG SPENDER
229,3,5,83.49,STARS
230,389,2,79.96,REGULAR
231,545,1,69.04,RISK
232,545,1,42.98,RISK
233,545,1,12.99,RISK
234,511,2,23.96,REGULAR
235,545,1,7.98,RISK
236,545,1,16.7,RISK
237,545,1,23.54,RISK
238,338,5,305.19,BIG SPENDER
239,545,1,28.74,RISK
240,479,2,30.95,REGULAR
241,52,4,100.55,BIG SPENDER
242,529,2,65.43,REGULAR
243,544,1,17.96,RISK
244,20,25,1287.41,STARS
245,19,7,148.75,BIG SPENDER
246,10,20,750.18,STARS
247,49,4,94.15,BIG SPENDER
248,544,1,14.37,RISK
249,496,3,92.28,REGULAR
250,311,3,104.57,REGULAR
251,544,1,40.26,RISK
252,20,6,348.26,STARS
253,544,1,13.97,RISK
254,544,1,15.96,RISK
255,544,1,11.77,RISK
256,442,3,79.58,REGULAR
257,82,3,55.75,BIG SPENDER
258,544,1,59.97,RISK
259,544,1,14.79,RISK
260,541,1,57.27,RISK
261,544,1,8.77,RISK
262,544,1,48.95,RISK
263,544,1,14.79,RISK
264,544,1,16.99,RISK
265,495,3,135.6,REGULAR
266,519,2,99.28,REGULAR
267,544,1,37.47,RISK
268,463,1,7.78,RISK
269,500,1,29.99,RISK
270,522,2,269.17,REGULAR
271,544,1,12.77,RISK
272,451,3,38.71,REGULAR
273,462,2,21.75,REGULAR
274,544,1,5.78,RISK
275,544,1,60.47,RISK
276,29,4,118.35,BIG SPENDER
277,113,2,31.89,BIG SPENDER
278,544,1,23.97,RISK
279,320,3,139.81,REGULAR
280,428,3,256.45,REGULAR
281,544,1,14.7,RISK
282,544,1,53.88,RISK
283,544,1,37.71,RISK
284,544,1,20.0,RISK
285,544,1,25.99,RISK
286,533,2,87.27,REGULAR
287,544,1,13.97,RISK
288,424,2,28.93,REGULAR
289,507,2,20.54,REGULAR
290,544,1,49.98,RISK
291,544,1,199.15,RISK
292,174,4,65.88,REGULAR
293,102,2,173.78,BIG SPENDER
294,221,2,27.36,REGULAR
295,95,4,386.58,BIG SPENDER
296,544,1,25.53,RISK
297,544,1,14.96,RISK
298,544,1,68.04,RISK
299,236,2,22.76,REGULAR
300,4,22,538.43,STARS
301,231,4,173.38,REGULAR
302,544,1,27.13,RISK
303,544,1,10.77,RISK
304,399,5,113.34,REGULAR
305,237,2,152.27,REGULAR
306,544,1,30.99,RISK
307,488,1,28.45,RISK
308,544,1,12.77,RISK
309,471,1,52.5,RISK
310,539,1,39.32,RISK
311,544,1,69.25,RISK
312,191,2,102.73,REGULAR
313,37,20,2432.29,STARS
314,533,3,231.13,REGULAR
315,472,3,88.86,REGULAR
316,334,4,72.23,REGULAR
317,144,5,231.15,BIG SPENDER
318,169,3,64.49,REGULAR
319,539,2,41.69,REGULAR
320,544,1,9.99,RISK
321,544,1,103.05,RISK
322,360,2,52.33,REGULAR
323,8,9,412.75,STARS
324,276,2,59.01,REGULAR
325,544,1,72.82,RISK
326,544,1,14.37,RISK
327,544,1,40.7,RISK
328,0,24,692.62,STARS
329,123,5,93.97,BIG SPENDER
330,544,1,14.96,RISK
331,544,1,16.36,RISK
332,544,1,15.36,RISK
333,544,1,15.9,RISK
334,544,1,40.11,RISK
335,540,2,26.73,REGULAR
336,544,1,11.77,RISK
337,61,2,38.03,BIG SPENDER
338,544,1,25.74,RISK
339,221,5,411.84,BIG SPENDER
340,544,1,46.3,RISK
341,338,2,106.6,REGULAR
342,544,1,17.9,RISK
343,240,4,177.43,REGULAR
344,36,17,580.12,STARS
345,242,2,90.25,REGULAR
346,544,1,26.76,RISK
347,544,1,15.36,RISK
348,339,2,97.52,REGULAR
349,544,1,44.88,RISK
350,544,1,46.37,RISK
351,544,1,8.77,RISK
352,510,2,16.76,REGULAR
353,503,2,69.23,REGULAR
354,544,1,14.99,RISK
355,539,2,82.81,REGULAR
356,544,1,28.74,RISK
357,510,2,91.45,REGULAR
358,55,5,118.92,BIG SPENDER
359,544,1,76.45,RISK
360,36,6,102.75,BIG SPENDER
361,128,2,37.73,BIG SPENDER
362,544,4,58.0,REGULAR
363,543,2,36.96,REGULAR
364,540,1,29.97,RISK
365,100,12,297.8,BIG SPENDER
366,544,1,15.36,RISK
367,544,1,44.77,RISK
368,267,2,135.58,REGULAR
369,544,1,7.98,RISK
370,190,4,193.89,REGULAR
371,200,2,35.47,REGULAR
372,434,2,36.73,REGULAR
373,176,9,262.18,BIG SPENDER
374,16,7,247.82,STARS
375,324,4,107.41,REGULAR
376,18,3,90.81,BIG SPENDER
377,544,1,38.5,RISK
378,512,2,29.8,REGULAR
379,513,4,89.85,REGULAR
380,542,1,47.08,RISK
381,356,3,50.41,REGULAR
382,544,1,12.49,RISK
383,544,1,30.72,RISK
384,544,1,11.97,RISK
385,373,2,21.78,REGULAR
386,544,1,18.99,RISK
387,25,13,841.13,STARS
388,544,1,10.77,RISK
389,24,10,571.76,STARS
390,542,1,15.36,RISK
391,543,1,32.0,RISK
392,544,1,58.91,RISK
393,544,1,29.16,RISK
394,528,2,56.75,REGULAR
395,544,1,26.99,RISK
396,29,7,260.62,STARS
397,425,2,104.63,REGULAR
398,0,44,1569.33,STARS
399,510,2,62.32,REGULAR
400,107,9,151.76,BIG SPENDER
401,544,1,41.74,RISK
402,542,2,24.74,REGULAR
403,544,1,11.77,RISK
404,71,7,139.18,BIG SPENDER
405,544,1,14.99,RISK
406,55,5,219.21,BIG SPENDER
407,540,1,21.74,RISK
408,544,1,25.99,RISK
409,544,1,14.37,RISK
410,225,2,42.97,REGULAR
411,179,20,1769.3,BIG SPENDER
412,164,2,45.8,BIG SPENDER
413,544,1,25.94,RISK
414,503,1,43.95,RISK
415,544,1,31.99,RISK
416,544,1,47.98,RISK
417,299,4,214.98,BIG SPENDER
418,544,1,24.98,RISK
419,544,1,108.72,RISK
420,544,1,16.36,RISK
421,364,5,206.83,REGULAR
422,412,5,215.32,REGULAR
423,544,1,24.99,RISK
424,20,8,293.94,STARS
425,544,1,14.99,RISK
426,544,1,10.99,RISK
427,544,1,11.97,RISK
428,544,1,14.99,RISK
429,16,3,102.4,BIG SPENDER
430,48,4,183.55,BIG SPENDER
431,14,6,303.61,STARS
432,544,1,64.44,RISK
433,15,7,284.94,STARS
434,544,1,33.31,RISK
435,544,1,40.7,RISK
436,397,5,158.27,REGULAR
437,544,1,28.13,RISK
438,544,1,24.96,RISK
439,544,1,41.11,RISK
440,544,1,14.96,RISK
441,27,10,219.25,STARS
442,544,1,14.79,RISK
443,529,2,39.98,REGULAR
444,544,1,13.97,RISK
445,100,8,200.7,BIG SPENDER
446,1,6,112.23,STARS
447,544,1,19.94,RISK
448,544,1,36.71,RISK
449,528,2,84.99,REGULAR
450,386,2,59.66,REGULAR
451,528,1,24.99,RISK
452,481,2,24.74,REGULAR
453,406,2,181.16,REGULAR
454,232,4,92.28,REGULAR
455,544,1,0.0,RISK
456,222,7,478.53,BIG SPENDER
457,536,3,509.26,REGULAR
458,49,6,92.1,BIG SPENDER
459,543,1,23.99,RISK
460,524,2,64.96,REGULAR
461,245,2,164.48,REGULAR
462,544,1,17.3,RISK
463,535,2,69.05,REGULAR
464,17,5,173.17,BIG SPENDER
465,449,2,85.96,REGULAR
466,488,2,73.91,REGULAR
467,531,2,27.73,REGULAR
468,289,3,78.85,REGULAR
469,544,1,11.97,RISK
470,544,1,15.76,RISK
471,500,2,167.79,REGULAR
472,514,3,158.03,REGULAR
473,544,1,34.97,RISK
474,135,3,122.06,BIG SPENDER
475,544,1,43.13,RISK
476,544,1,13.97,RISK
477,544,1,21.99,RISK
478,544,1,14.37,RISK
479,544,1,17.9,RISK
480,544,1,13.99,RISK
481,544,1,13.97,RISK
482,543,1,15.76,RISK
483,529,1,24.99,RISK
484,30,5,117.49,BIG SPENDER
485,62,15,1154.78,STARS
486,544,1,20.0,RISK
487,543,1,11.77,RISK
488,160,2,32.79,BIG SPENDER
489,529,2,60.97,REGULAR
490,231,2,27.76,REGULAR
491,544,1,15.76,RISK
492,22,10,203.37,STARS
493,544,1,28.34,RISK
494,544,1,13.77,RISK
495,541,2,72.07,REGULAR
496,251,2,39.12,REGULAR
497,544,1,11.77,RISK
498,521,2,120.13,REGULAR
499,9,110,4378.55,STARS
500,544,1,21.74,RISK
501,544,1,30.39,RISK
502,264,2,32.35,REGULAR
503,544,1,15.36,RISK
504,203,3,196.73,REGULAR
505,186,3,56.88,REGULAR
506,479,1,25.78,RISK
507,544,1,13.97,RISK
508,383,2,26.53,REGULAR
509,544,1,15.7,RISK
510,544,1,11.99,RISK
511,544,1,28.76,RISK
512,544,1,11.77,RISK
513,539,1,12.97,RISK
514,544,1,11.77,RISK
515,544,1,19.94,RISK
516,544,1,14.99,RISK
517,543,1,9.98,RISK
518,543,1,14.96,RISK
519,16,8,222.14,STARS
520,543,1,24.98,RISK
521,543,1,27.13,RISK
522,543,1,23.99,RISK
523,249,5,116.73,BIG SPENDER
524,543,1,11.99,RISK
525,291,2,40.76,REGULAR
526,543,1,52.68,RISK
527,538,1,14.79,RISK
528,543,1,71.44,RISK
529,543,1,8.97,RISK
530,543,1,11.97,RISK
531,543,1,58.99,RISK
532,543,1,15.9,RISK
533,543,1,29.58,RISK
534,543,1,11.77,RISK
535,503,1,13.97,RISK
536,543,1,26.69,RISK
537,543,1,14.37,RISK
538,543,1,9.99,RISK
539,378,2,33.24,REGULAR
540,543,1,13.97,RISK
541,543,1,51.3,RISK
542,543,1,45.67,RISK
543,543,1,37.98,RISK
544,481,1,14.96,RISK
545,248,4,321.34,BIG SPENDER
546,33,5,685.46,STARS
547,54,11,284.99,BIG SPENDER
548,50,8,151.46,BIG SPENDER
549,440,2,71.44,REGULAR
550,543,1,23.95,RISK
551,543,1,125.02,RISK
552,543,1,24.96,RISK
553,543,1,15.75,RISK
554,539,1,60.27,RISK
555,543,1,39.48,RISK
556,529,2,202.28,REGULAR
557,542,1,29.6,RISK
558,543,1,49.67,RISK
559,29,3,243.27,BIG SPENDER
560,543,1,44.97,RISK
561,21,11,361.21,STARS
562,372,2,23.93,REGULAR
563,371,2,52.4,REGULAR
564,30,24,657.87,STARS
565,441,2,118.98,REGULAR
566,99,4,156.39,BIG SPENDER
567,64,5,291.87,BIG SPENDER
568,6,4,79.0,STARS
569,245,3,101.23,REGULAR
570,151,3,216.17,BIG SPENDER
571,503,2,53.5,REGULAR
572,14,7,173.38,STARS
573,258,3,31.72,REGULAR
574,460,2,52.87,REGULAR
575,543,1,19.99,RISK
576,543,1,14.99,RISK
577,543,1,29.99,RISK
578,543,1,15.96,RISK
579,543,1,13.9,RISK
580,543,1,15.36,RISK
581,543,1,14.37,RISK
582,236,3,111.45,REGULAR
583,141,6,206.43,BIG SPENDER
584,529,1,11.77,RISK
585,45,12,329.16,BIG SPENDER
586,224,33,2849.64,BIG SPENDER
587,291,6,220.46,BIG SPENDER
588,543,1,40.3,RISK
589,193,3,85.17,REGULAR
590,175,2,42.32,BIG SPENDER
591,42,3,41.34,BIG SPENDER
592,428,3,121.24,REGULAR
593,23,8,203.86,STARS
594,529,1,31.32,RISK
595,191,3,90.15,REGULAR
596,283,3,91.32,REGULAR
597,375,3,39.71,REGULAR
598,233,3,81.1,REGULAR
599,303,2,40.11,REGULAR
600,543,1,15.36,RISK
601,509,2,19.54,REGULAR
602,333,3,374.6,REGULAR
603,543,1,24.13,RISK
604,543,1,68.97,RISK
605,543,1,53.68,RISK
606,96,2,39.98,BIG SPENDER
607,543,1,81.96,RISK
608,25,6,214.6,STARS
609,204,8,488.33,BIG SPENDER
610,40,4,123.66,BIG SPENDER
611,265,2,25.76,REGULAR
612,543,1,12.49,RISK
613,379,3,49.97,REGULAR
614,88,4,52.59,BIG SPENDER
615,519,2,78.91,REGULAR
616,26,3,48.14,BIG SPENDER
617,543,1,29.92,RISK
618,375,2,76.21,REGULAR
619,42,36,1025.01,STARS
620,543,1,13.77,RISK
621,532,2,32.27,REGULAR
622,543,1,59.97,RISK
623,543,1,32.72,RISK
624,251,6,216.87,BIG SPENDER
625,249,2,41.25,REGULAR
626,42,4,387.87,STARS
627,543,1,15.76,RISK
628,543,1,21.99,RISK
629,60,6,274.63,BIG SPENDER
630,543,1,37.47,RISK
631,76,3,41.32,BIG SPENDER
632,508,2,29.33,REGULAR
633,340,6,244.23,BIG SPENDER
634,507,1,13.97,RISK
635,65,8,598.57,BIG SPENDER
636,543,1,27.92,RISK
637,543,1,12.97,RISK
638,27,2,42.48,BIG SPENDER
639,538,2,27.94,REGULAR
640,543,1,15.36,RISK
641,543,1,35.12,RISK
642,532,1,16.99,RISK
643,61,10,255.67,BIG SPENDER
644,543,1,9.77,RISK
645,103,4,101.18,BIG SPENDER
646,140,3,40.72,BIG SPENDER
647,365,2,71.97,REGULAR
648,536,2,124.94,REGULAR
649,204,2,48.94,REGULAR
650,543,1,15.36,RISK
651,543,1,24.99,RISK
652,543,1,11.77,RISK
653,68,4,122.65,BIG SPENDER
654,428,2,75.22,REGULAR
655,395,2,63.91,REGULAR
656,80,3,169.89,BIG SPENDER
657,543,1,71.49,RISK
658,543,1,14.96,RISK
659,27,17,670.0,STARS
660,543,1,9.97,RISK
661,543,1,12.77,RISK
662,110,5,153.71,BIG SPENDER
663,8,11,242.08,STARS
664,543,1,23.54,RISK
665,543,1,11.97,RISK
666,374,2,44.28,REGULAR
667,335,4,220.64,REGULAR
668,461,2,119.03,REGULAR
669,543,1,26.14,RISK
670,21,4,103.53,BIG SPENDER
671,193,2,25.76,REGULAR
672,367,2,37.3,REGULAR
673,543,1,14.77,RISK
674,331,8,170.27,BIG SPENDER
675,543,1,24.99,RISK
676,543,1,22.54,RISK
677,543,1,58.98,RISK
678,543,1,15.36,RISK
679,543,1,46.69,RISK
680,543,1,15.96,RISK
681,543,1,29.98,RISK
682,513,2,84.58,REGULAR
683,431,3,187.88,REGULAR
684,543,1,13.97,RISK
685,543,1,8.77,RISK
686,543,1,32.37,RISK
687,81,2,47.38,BIG SPENDER
688,543,1,14.37,RISK
689,372,5,61.25,REGULAR
690,543,1,21.75,RISK
691,2,13,411.62,STARS
692,543,1,12.49,RISK
693,391,2,31.32,REGULAR
694,543,1,15.99,RISK
695,524,2,51.93,REGULAR
696,543,1,37.11,RISK
697,543,1,13.97,RISK
698,60,7,148.41,BIG SPENDER
699,197,2,21.47,REGULAR
700,542,1,89.54,RISK
701,543,1,16.7,RISK
702,147,7,134.19,BIG SPENDER
703,542,1,121.34,RISK
704,161,4,85.35,BIG SPENDER
705,161,2,36.42,BIG SPENDER
706,543,1,17.36,RISK
707,543,1,12.49,RISK
708,543,1,24.98,RISK
709,543,1,14.9,RISK
710,5,61,2502.3,STARS
711,15,17,465.1,STARS
712,124,2,58.6,BIG SPENDER
713,543,1,0.0,RISK
714,543,1,21.37,RISK
715,507,2,42.92,REGULAR
716,543,1,6.79,RISK
717,207,3,48.66,REGULAR
718,9,5,63.71,STARS
719,539,1,34.98,RISK
720,543,1,26.98,RISK
721,543,1,31.13,RISK
722,60,4,198.79,BIG SPENDER
723,543,1,14.79,RISK
724,543,1,67.75,RISK
725,543,1,13.97,RISK
726,529,3,88.26,REGULAR
727,543,1,9.77,RISK
728,543,1,21.7,RISK
729,12,21,651.14,STARS
730,127,17,855.38,BIG SPENDER
731,229,2,71.94,REGULAR
732,232,3,115.19,REGULAR
733,543,1,125.6,RISK
734,336,2,36.91,REGULAR
735,15,4,49.95,BIG SPENDER
736,543,1,28.74,RISK
737,38,6,200.32,BIG SPENDER
738,512,2,19.96,REGULAR
739,479,2,69.84,REGULAR
740,543,1,15.36,RISK
741,542,1,43.13,RISK
742,519,2,129.15,REGULAR
743,534,1,15.7,RISK
744,210,3,271.2,BIG SPENDER
745,543,1,12.49,RISK
746,346,4,344.0,REGULAR
747,525,2,77.22,REGULAR
748,543,1,49.97,RISK
749,543,1,36.74,RISK
750,543,1,63.62,RISK
751,543,1,29.37,RISK
752,543,1,57.98,RISK
753,219,3,72.37,REGULAR
754,493,2,46.08,REGULAR
755,543,1,52.99,RISK
756,311,3,70.42,REGULAR
757,543,1,9.77,RISK
758,30,33,934.39,STARS
759,201,2,30.36,REGULAR
760,71,3,53.43,BIG SPENDER
761,543,1,9.97,RISK
762,543,1,23.54,RISK
763,523,2,87.59,REGULAR
764,67,4,86.33,BIG SPENDER
765,179,3,349.43,BIG SPENDER
766,358,10,226.62,BIG SPENDER
767,212,10,292.82,BIG SPENDER
768,543,1,43.49,RISK
769,543,1,55.53,RISK
770,543,1,12.77,RISK
771,543,1,34.72,RISK
772,59,10,208.72,BIG SPENDER
773,190,10,394.8,BIG SPENDER
774,543,1,12.49,RISK
775,542,1,186.67,RISK
776,36,12,242.78,BIG SPENDER
777,542,1,9.97,RISK
778,303,5,149.52,REGULAR
779,542,1,15.9,RISK
780,171,4,142.18,BIG SPENDER
781,394,3,58.32,REGULAR
782,542,1,10.77,RISK
783,12,11,598.65,STARS
784,230,4,267.88,BIG SPENDER
785,542,1,11.97,RISK
786,542,1,60.33,RISK
787,542,1,179.01,RISK
788,542,1,14.96,RISK
789,92,3,99.44,BIG SPENDER
790,2,15,270.37,STARS
791,542,1,28.77,RISK
792,537,1,50.6,RISK
793,542,1,33.51,RISK
794,485,2,30.32,REGULAR
795,542,1,13.97,RISK
796,542,1,12.49,RISK
797,3,16,775.93,STARS
798,534,1,23.54,RISK
799,154,4,213.73,BIG SPENDER
800,128,4,258.96,BIG SPENDER
801,511,1,9.77,RISK
802,542,1,44.14,RISK
803,542,1,11.77,RISK
804,103,3,83.78,BIG SPENDER
805,3,4,101.52,STARS
806,107,5,249.64,BIG SPENDER
807,542,1,25.14,RISK
808,21,6,458.13,STARS
809,521,1,27.74,RISK
810,542,1,18.36,RISK
811,223,3,254.86,BIG SPENDER
812,542,1,33.52,RISK
813,490,2,128.08,REGULAR
814,509,2,121.25,REGULAR
815,527,1,9.77,RISK
816,542,1,35.31,RISK
817,542,1,99.8,RISK
818,520,2,28.14,REGULAR
819,517,7,279.67,REGULAR
820,135,2,37.19,BIG SPENDER
821,256,5,93.34,REGULAR
822,394,5,123.5,REGULAR
823,542,1,11.97,RISK
824,18,12,600.37,STARS
825,162,6,876.69,BIG SPENDER
826,542,1,34.94,RISK
827,186,8,297.41,BIG SPENDER
828,462,2,66.75,REGULAR
829,542,1,11.75,RISK
830,158,5,71.04,BIG SPENDER
831,542,1,53.98,RISK
832,542,1,13.77,RISK
833,542,1,21.37,RISK
834,542,1,21.98,RISK
835,542,1,16.56,RISK
836,230,4,466.46,BIG SPENDER
837,270,4,92.86,REGULAR
838,542,1,14.99,RISK
839,542,1,14.99,RISK
840,200,3,79.21,REGULAR
841,533,2,29.95,REGULAR
842,527,2,60.96,REGULAR
843,316,5,145.76,REGULAR
844,542,1,11.77,RISK
845,55,13,298.05,BIG SPENDER
846,88,7,452.28,BIG SPENDER
847,542,1,37.51,RISK
848,42,4,134.39,BIG SPENDER
849,58,10,143.94,BIG SPENDER
850,237,6,553.71,BIG SPENDER
851,532,2,44.38,REGULAR
852,542,1,12.49,RISK
853,542,1,42.7,RISK
854,524,1,44.51,RISK
855,370,2,112.17,REGULAR
856,195,4,212.23,REGULAR
857,542,1,24.94,RISK
858,533,1,26.73,RISK
859,285,3,92.42,REGULAR
860,43,8,158.93,BIG SPENDER
861,132,3,81.94,BIG SPENDER
862,542,1,49.99,RISK
863,542,1,43.7,RISK
864,542,1,11.77,RISK
865,519,2,107.31,REGULAR
866,542,1,34.34,RISK
867,542,1,53.47,RISK
868,542,1,44.88,RISK
869,542,1,49.98,RISK
870,113,11,325.46,BIG SPENDER
871,20,2,24.26,BIG SPENDER
872,542,1,11.77,RISK
873,199,6,180.94,BIG SPENDER
874,58,6,177.78,BIG SPENDER
875,542,1,16.99,RISK
876,449,4,99.36,REGULAR
877,542,1,14.99,RISK
878,542,1,14.3,RISK
879,542,1,14.37,RISK
880,537,2,49.95,REGULAR
881,73,5,270.85,BIG SPENDER
882,350,3,54.64,REGULAR
883,535,1,36.99,RISK
884,542,1,82.89,RISK
885,542,1,11.77,RISK
886,542,1,16.7,RISK
887,115,13,1024.84,BIG SPENDER
888,537,1,9.98,RISK
889,521,2,33.35,REGULAR
890,500,2,47.08,REGULAR
891,17,5,156.27,BIG SPENDER
892,0,6,153.05,STARS
893,542,1,109.28,RISK
894,153,6,116.44,BIG SPENDER
895,423,2,37.71,REGULAR
896,56,9,180.31,BIG SPENDER
897,542,1,36.35,RISK
898,542,1,14.99,RISK
