customer_id,order_date,order_quantity,order_amounts
242,19980321,1,27.99
243,19970112,7,94.4
243,19970311,4,55.28
243,19980210,7,95.43
243,19980307,12,187.68
243,19980310,2,27.98
243,19980322,4,50.35
244,19970112,1,15.96
244,19970120,3,45.88
244,19970120,6,192.9
244,19970203,7,164.93
244,19970209,4,142.96
244,19970214,6,308.22
244,19970217,8,119.43
245,19970112,1,10.77
246,19970112,5,78.2
247,19970112,2,29.58
247,19970208,3,40.9
247,19970629,2,31.32
248,19970112,1,19.99
249,19970112,2,26.73
249,19970125,2,30.32
250,19970112,2,31.78
250,19970519,2,27.73
250,19970604,2,26.14
250,19971008,2,27.98
251,19970112,1,14.96
252,19970112,2,27.13
253,19970112,1,13.97
253,19970824,1,16.36
253,19980406,1,12.99
254,19970112,1,4.99
255,19970112,4,59.85
255,19970115,1,11.77
255,19971103,3,38.47
255,19971112,13,195.37
256,19970112,1,11.77
257,19970112,2,23.54
257,19970317,1,37.3
257,19970323,1,14.37
257,19970404,4,53.48
257,19970423,1,14.37
257,19970505,3,41.1
257,19980124,2,24.48
258,19970112,2,59.54
259,19970112,1,16.7
260,19970112,3,46.47
260,19970222,3,38.77
261,19970112,1,12.49
261,19970602,3,62.97
261,19970731,3,42.9
262,19970112,2,26.14
263,19970112,2,28.74
263,19970927,5,64.45
263,19980225,4,93.46
264,19970112,5,47.48
265,19970112,12,166.75
266,19970112,1,11.77
266,19970113,1,11.77
267,19970112,1,9.98
267,19970901,1,9.77
267,19970901,1,14.96
267,19970918,1,17.99
267,19980322,2,29.48
268,19970112,3,44.88
268,19970221,6,90.83
269,19970113,2,26.73
270,19970113,5,99.83
270,19970127,3,79.72
271,19970113,3,43.53
272,19970113,1,26.99
272,19970209,3,41.82
272,19971021,1,12.49
273,19970113,1,14.37
274,19970113,1,15.9
274,19970330,1,14.9
274,19970612,1,14.99
274,19970702,2,31.6
275,19970113,2,21.54
275,19970908,2,25.74
275,19971016,2,31.98
275,19971105,3,29.47
275,19971121,1,7.49
276,19970113,2,23.49
276,19970118,1,11.77
276,19970125,1,5.78
276,19970315,3,50.71
276,19970321,1,9.77
276,19970329,1,13.97
276,19970401,1,14.37
276,19970518,1,13.77
276,19970617,2,24.02
276,19970621,1,6.79
276,19970716,1,13.97
276,19970730,1,11.77
276,19970730,1,12.25
276,19970812,1,12.77
276,19970812,1,14.79
276,19970816,1,11.77
276,19980114,1,5.99
277,19970113,1,31.97
278,19970113,1,15.36
279,19970113,1,14.79
280,19970113,1,18.36
281,19970113,1,14.37
282,19970113,4,59.66
282,19970522,10,151.98
282,19970528,4,48.28
282,19970529,5,62.04
283,19970113,1,17.76
283,19970209,2,28.73
283,19970820,1,15.76
283,19970831,1,14.37
284,19970113,3,33.38
284,19970203,2,36.67
285,19970113,3,40.11
286,19970113,1,0.0
287,19970113,2,179.98
287,19970305,2,30.33
287,19970819,1,19.55
287,19970822,2,52.03
287,19971015,1,17.49
287,19971019,1,8.99
287,19971019,1,19.49
287,19980115,1,12.49
287,19980224,2,36.48
287,19980327,2,38.98
288,19970113,2,30.72
289,19970113,1,44.3
289,19970117,1,36.99
289,19970313,1,15.99
289,19970923,2,59.98
289,19970924,1,11.99
289,19970924,1,12.99
289,19970925,2,46.98
289,19971027,1,13.99
289,19971124,2,24.98
289,19980106,1,11.99
289,19980304,1,22.49
289,19980304,2,25.16
289,19980309,1,22.49
289,19980325,1,12.99
290,19970113,2,26.94
291,19970113,5,69.22
291,19970210,4,58.68
291,19970918,5,71.45
292,19970113,1,15.36
292,19970116,2,20.75
293,19970113,2,29.73
294,19970113,1,15.36
294,19970118,1,18.99
294,19971023,2,44.48
294,19980301,2,42.48
294,19980301,1,59.49
295,19970113,1,20.99
296,19970113,1,12.77
297,19970114,3,35.31
297,19970501,6,76.41
297,19971213,22,282.78
297,19971213,6,76.94
298,19970114,5,53.25
298,19970122,1,12.97
298,19971129,9,61.41
298,19980109,4,35.96
298,19980222,6,32.94
299,19970114,2,19.28
300,19970114,8,126.9
301,19970114,2,38.13
302,19970114,3,69.97
302,19970222,1,12.77
302,19970624,2,26.49
302,19970912,1,20.99
303,19970114,1,5.99
303,19970925,2,31.48
304,19970114,1,15.36
304,19970519,3,69.84
304,19980613,2,23.76
305,19970114,1,23.99
306,19970114,1,14.37
306,19970207,1,14.37
306,19980321,1,11.49
307,19970114,1,13.97
308,19970114,1,15.36
309,19970114,1,11.77
310,19970114,6,84.94
310,19970131,1,14.99
310,19970202,5,74.95
310,19970212,4,59.96
310,19970213,2,29.98
310,19970213,1,15.36
311,19970114,1,14.37
312,19970114,4,57.1
312,19970517,2,28.73
312,19970913,2,22.48
312,19971109,7,51.43
312,19980215,4,42.46
312,19980511,6,64.44
313,19970114,3,51.15
314,19970114,3,48.51
314,19970115,1,50.97
314,19970626,6,92.17
314,19970727,12,137.05
314,19980309,18,222.3
315,19970114,1,14.7
316,19970114,2,28.74
317,19970114,2,29.58
317,19970602,2,29.75
317,19971007,1,12.99
318,19970114,4,52.27
319,19970114,1,12.49
319,19970510,2,48.94
319,19971130,3,42.97
319,19971208,1,12.49
320,19970114,1,15.36
320,19980630,1,11.88
321,19970114,1,10.77
321,19970421,4,53.27
321,19970826,5,68.22
321,19980509,1,12.58
322,19970115,3,57.51
323,19970115,2,53.54
323,19970318,1,41.77
324,19970115,1,6.79
324,19970116,1,7.98
324,19970121,1,10.77
324,19970203,2,28.93
324,19980118,4,53.96
324,19980304,5,55.45
324,19980325,2,25.98
324,19980407,1,12.99
324,19980407,2,25.48
324,19980412,3,50.25
324,19980428,1,56.99
324,19980621,2,30.98
325,19970115,1,12.49
325,19970129,3,36.28
325,19970130,3,35.55
325,19970210,2,30.32
325,19970210,6,50.14
325,19970213,2,28.74
325,19970222,5,40.05
325,19970301,1,12.77
325,19970307,3,24.47
325,19970313,3,28.54
325,19970316,2,24.98
325,19970319,2,33.0
325,19970319,2,45.98
325,19970327,2,24.98
325,19970328,1,29.99
325,19970408,1,26.99
325,19970410,1,14.96
325,19970410,1,19.99
325,19970411,1,11.77
325,19970427,2,21.54
325,19970427,1,29.99
325,19970428,1,12.49
325,19970429,3,20.37
325,19970430,2,24.98
325,19970430,1,6.99
325,19970501,1,27.97
325,19970519,6,83.94
325,19970525,4,50.97
325,19970528,3,20.37
325,19970620,3,44.29
325,19970620,3,40.97
325,19970725,2,25.98
325,19980105,4,41.96
325,19980105,2,24.98
325,19980427,1,12.99
326,19970115,1,23.99
327,19970115,1,19.97
328,19970115,1,12.7
329,19970115,2,39.96
330,19970115,9,119.76
330,19970120,7,92.79
330,19970130,3,36.5
330,19970208,7,94.57
330,19970319,1,13.97
330,19970622,4,59.28
330,19971012,1,24.49
331,19970115,1,14.7
332,19970115,5,64.23
332,19970120,1,11.77
332,19970424,1,9.98
333,19970115,1,14.96
334,19970115,1,15.36
335,19970115,2,26.14
336,19970115,4,49.28
336,19970123,1,13.97
336,19970205,6,66.22
336,19970207,3,48.9
336,19970207,4,49.28
336,19970910,2,36.48
336,19970924,1,10.49
336,19971126,10,113.9
336,19971215,2,20.98
337,19970115,1,11.99
338,19970115,1,11.77
338,19980401,1,9.49
338,19980414,1,13.99
338,19980515,1,11.49
338,19980515,1,12.99
339,19970115,1,8.77
339,19970621,1,9.77
339,19980319,1,14.42
340,19970115,2,30.13
341,19970115,1,19.99
342,19970115,1,27.99
343,19970115,2,29.98
344,19970116,3,39.7
344,19970315,1,15.7
344,19970623,1,15.7
344,19971121,1,22.49
345,19970116,2,21.98
346,19970116,4,39.3
347,19970116,1,15.36
348,19970116,1,6.79
348,19970623,1,4.79
349,19970116,1,17.9
350,19970116,7,128.36
350,19970215,9,130.09
350,19970623,2,27.94
351,19970116,2,29.33
351,19970324,1,12.77
352,19970116,1,7.98
353,19970116,2,11.56
354,19970116,1,41.9
355,19970116,3,44.12
356,19970116,1,9.99
357,19970116,3,46.68
357,19970203,18,242.98
358,19970116,1,23.99
358,19970306,4,58.46
358,19970701,1,13.97
359,19970116,1,15.36
360,19970116,1,17.36
361,19970116,1,19.99
362,19970116,1,7.78
363,19970116,1,24.99
363,19970221,1,9.77
363,19970331,1,9.77
364,19970116,4,47.48
364,19970129,2,19.74
364,19970311,4,58.06
364,19970410,3,63.31
364,19970805,2,26.14
364,19971001,3,38.97
365,19970116,1,15.96
366,19970117,1,11.77
367,19970117,1,13.97
367,19970409,9,176.45
367,19971031,4,40.46
367,19980507,8,125.92
368,19970117,1,15.99
368,19970403,1,30.99
368,19970426,1,4.79
368,19970519,2,43.48
368,19971120,1,33.99
368,19980218,3,31.97
369,19970117,1,18.77
370,19970117,1,14.37
370,19970426,2,24.74
370,19980309,2,21.48
371,19970117,1,6.78
371,19980324,2,23.48
372,19970117,1,14.37
373,19970117,1,11.77
374,19970117,1,14.37
375,19970117,1,12.97
376,19970117,1,14.96
376,19970117,1,14.37
376,19970226,1,13.77
376,19980204,2,29.48
376,19980327,1,21.99
377,19970117,3,27.55
377,19970331,1,13.97
378,19970117,1,8.79
378,19970620,1,16.7
379,19970117,1,15.36
380,19970117,1,20.0
381,19970117,1,14.99
382,19970117,2,34.66
382,19970123,1,17.3
382,19970325,1,14.96
382,19970501,2,28.34
382,19970523,5,73.02
382,19970701,3,45.43
382,19970712,4,59.25
382,19970726,1,14.96
382,19970816,5,72.03
382,19970901,1,13.97
382,19970910,1,12.99
382,19970929,3,55.97
382,19971117,1,11.49
382,19971118,1,11.49
382,19971208,3,28.97
382,19971211,1,11.49
382,19980102,3,33.47
382,19980226,1,17.49
382,19980415,1,12.99
382,19980519,1,13.99
382,19980529,1,26.99
382,19980625,1,12.99
383,19970117,1,13.97
384,19970117,3,43.69
385,19970117,4,19.76
385,19970117,1,6.79
385,19970127,1,12.49
